Tanggal,qty,Jumlah
2018-08-13,18382,118241400
2018-08-14,6388,41202600
2018-08-15,15064,97162800
2018-08-16,18487,119241150
2018-08-17,17984,115996800
2018-08-18,16838,108611100
2018-08-19,17594,113481300
2018-08-20,17752,114500400
2018-08-21,19221,123975450
2018-08-22,13719,88487550
2018-08-23,18080,116616000
2018-08-24,16766,108140700
2018-08-25,18449,118996050
2018-08-26,17398,112167100
2018-08-27,19696,127039200
2018-08-28,17976,115945200
2018-08-29,19787,127626150
2018-08-30,12260,79077000
2018-08-31,12099,78038550
2018-09-01,20145,129935250
2018-09-02,19943,128632350
2018-09-03,14969,96550050
2018-09-04,20461,131973450
2018-09-05,20915,134901750
2018-09-06,17685,114068250
2018-09-07,16008,103251600
2018-09-08,7839,50561550
2018-09-09,15945,102845250
2018-09-10,15820,102039800
2018-09-11,18971,122362950
2018-09-12,20684,133411800
2018-09-13,15806,101948700
2018-09-14,8603,55489350
2018-09-15,21377,137880850
2018-09-16,9365,60504250
2018-09-17,7910,51019500
2018-09-18,15949,102871050
2018-09-19,11842,76380900
2018-09-20,13667,88152150
2018-09-21,19772,127529400
2018-09-22,14097,90925650
2018-09-23,20070,129451500
2018-09-24,10279,66299550
2018-09-25,20201,130296450
2018-09-26,17013,109733850
2018-09-27,13758,88739100
2018-09-28,17916,115558200
2018-09-29,7944,51238800
2018-09-30,0,0
2018-10-01,23738,153110100
2018-10-02,10120,65274000
2018-10-03,20944,135088800
2018-10-04,15783,101800350
2018-10-05,11717,75574650
2018-10-06,17843,115280850
2018-10-07,10399,67073550
2018-10-08,10190,65725500
2018-10-09,13612,87797400
2018-10-10,7956,51316200
2018-10-11,7908,51006600
2018-10-12,7941,51219450
2018-10-13,7934,51174300
2018-10-14,7933,51167850
2018-10-15,7924,51109800
2018-10-16,7968,51393600
2018-10-17,7946,51251700
2018-10-18,7924,51109800
2018-10-19,7938,51200100
2018-10-20,7934,51174300
2018-10-21,15823,102058350
2018-10-22,0,0
2018-10-23,7977,51451650
2018-10-24,7924,51109800
2018-10-25,0,0
2018-10-26,15869,102355050
2018-10-27,15823,102052350
2018-10-28,16690,107631150
2018-10-29,22598,145757100
2018-10-30,12695,81882750
2018-10-31,19136,123427200
2018-11-01,15883,102445350
2018-11-02,19783,127600350
2018-11-03,17181,110817450
2018-11-04,18292,117983400
2018-11-05,15864,102322800
2018-11-06,15812,101987400
2018-11-07,15630,100813500
2018-11-08,16031,103399950
2018-11-09,15818,102026100
2018-11-10,14032,90506400
2018-11-11,14639,94421550
2018-11-12,13455,86784750
2018-11-13,20900,134805000
2018-11-14,15912,102632400
2018-11-15,15821,102045450
2018-11-16,14709,94873050
2018-11-17,16411,105850950
2018-11-18,16291,105076950
2018-11-19,15841,102174450
2018-11-20,7902,50967900
2018-11-21,8956,57766200
2018-11-22,19031,122814450
2018-11-23,15316,98788200
2018-11-24,19975,128838750
2018-11-25,15822,102051900
2018-11-26,15798,101897100
2018-11-27,15822,102051900
2018-11-28,7960,51342000
2018-11-29,7869,50755050
2018-11-30,7903,50974350
2018-12-01,15825,102071250
2018-12-02,15822,102051900
2018-12-03,15813,101993850
2018-12-04,11018,71066100
2018-12-05,15818,102026100
2018-12-06,12136,78277200
2018-12-07,19893,128309850
2018-12-08,18060,116487000
2018-12-09,18038,116345100
2018-12-10,15793,101865850
2018-12-11,13135,84720750
2018-12-12,16648,107379600
2018-12-13,13173,84965850
2018-12-14,17787,114726150
2018-12-15,18439,118931550
2018-12-16,14321,92370450
2018-12-17,14116,91048200
2018-12-18,14897,96085650
2018-12-19,17604,113545800
2018-12-20,18060,116487000
2018-12-21,15820,102039000
2018-12-22,8512,54902400
2018-12-23,21692,139913400
2018-12-24,14863,95866350
2018-12-25,18176,117235200
2018-12-26,9633,62132850
2018-12-27,19730,127258500
2018-12-28,18087,116661150
2018-12-29,6058,39074100
2018-12-30,20681,133392450
2018-12-31,20849,134476050
2019-01-01,11988,77322600
2019-01-02,19670,126871500
2019-01-03,11025,71111250
2019-01-04,19097,123175650
2019-01-05,8298,53522100
2019-01-06,20543,132502350
2019-01-07,12048,77709600
2019-01-08,11795,76077750
2019-01-09,12019,77522550
2019-01-10,12647,81673150
2019-01-11,16714,107805300
2019-01-12,16540,106683000
2019-01-13,18457,119047650
2019-01-14,14394,92841300
2019-01-15,16146,104141700
2019-01-16,13758,88739100
2019-01-17,17492,112823400
2019-01-18,22946,148001700
2019-01-19,22960,148092000
2019-01-20,20813,134243850
2019-01-21,21888,141177600
2019-01-22,22776,146905200
2019-01-23,22722,146556900
2019-01-24,23831,153709950
2019-01-25,22666,146195700
2019-01-26,20729,133702050
2019-01-27,21429,138217000
2019-01-28,20288,130857600
2019-01-29,23646,152516700
2019-01-30,22466,144905700
2019-01-31,23112,149072400
2019-02-01,21486,138584700
2019-02-02,22737,146653650
2019-02-03,22499,145118550
2019-02-04,20216,130393200
2019-02-05,20011,129070950
2019-02-06,20956,135166200
2019-02-07,21831,140809950
2019-02-08,21640,139578000
2019-02-09,20109,129703050
2019-02-10,21581,139197450
2019-02-11,22468,144918600
2019-02-12,20359,131315550
2019-02-13,22746,146711700
2019-02-14,20136,129877200
2019-02-15,21506,138713700
2019-02-16,21128,136275600
2019-02-17,18911,121975950
2019-02-18,13490,87010500
2019-02-19,16367,105567150
2019-02-20,19623,126568350
2019-02-21,18587,119886150
2019-02-22,19158,123569100
2019-02-23,16690,107650500
2019-02-24,19388,125052600
2019-02-25,15616,100723200
2019-02-26,13255,85494750
2019-02-27,19874,128187300
2019-02-28,10760,69402000
2019-03-01,22428,144660600
2019-03-02,14337,92473650
2019-03-03,21288,137307600
2019-03-04,23584,152117600
2019-03-05,17505,112907250
2019-03-06,15921,102690450
2019-03-07,14683,94705350
2019-03-08,19375,124968750
2019-03-09,14177,91441650
2019-03-10,20488,132147600
2019-03-11,18352,118370400
2019-03-12,14439,93131550
2019-03-13,20824,134314800
2019-03-14,19973,128825850
2019-03-15,15889,102484050
2019-03-16,0,0
2019-03-17,22005,141932250
2019-03-18,21624,139474800
2019-03-19,19563,126181350
2019-03-20,8779,56624550
2019-03-21,16641,107334450
2019-03-22,18249,117706050
2019-03-23,19253,124181850
2019-03-24,18925,122066250
2019-03-25,21175,136578750
2019-03-26,20464,112642800
2019-03-27,21684,129096750
2019-03-28,19367,138326700
2019-03-29,19833,127922850
2019-03-30,15882,102438900
2019-03-31,20910,134869500
2019-04-01,20512,132302350
2019-04-02,14817,95569650
2019-04-03,15969,103000050
2019-04-04,17054,109998300
2019-04-05,22406,144518700
2019-04-06,18188,117312600
2019-04-07,16605,107102250
2019-04-08,16527,106599150
2019-04-09,15767,101697150
2019-04-10,18360,118422000
2019-04-11,17680,114036000
2019-04-12,14963,96511350
2019-04-13,22095,142512750
2019-04-14,14358,92609100
2019-04-15,23875,153993750
2019-04-16,21422,138171900
2019-04-17,18817,121369650
2019-04-18,16482,106308900
2019-04-19,17375,112068750
2019-04-20,19692,127013400
2019-04-21,20881,134682450
2019-04-22,13401,86436450
2019-04-23,12319,79457550
2019-04-24,12924,83359800
2019-04-25,19894,128316300
2019-04-26,15560,100362000
2019-04-27,22210,143254500
2019-04-28,23322,150426900
2019-04-29,12924,83359800
2019-04-30,23719,152987550
2019-05-01,18323,118183350
2019-05-02,25190,162475500
2019-05-03,25870,166861500
2019-05-04,17433,112441850
2019-05-05,19255,124194750
2019-05-06,21304,137410800
2019-05-07,22146,142841700
2019-05-08,21059,135830550
2019-05-09,19442,125400900
2019-05-10,19866,128135700
2019-05-11,21370,137836500
2019-05-12,20835,134372850
2019-05-13,16545,106715250
2019-05-14,15763,101671350
2019-05-15,18177,117241650
2019-05-16,20511,132295950
2019-05-17,20296,130909200
2019-05-18,21751,140293950
2019-05-19,21055,135804750
2019-05-20,16241,104754450
2019-05-21,17873,115274400
2019-05-22,16910,109069500
2019-05-23,21030,135644500
2019-05-24,20093,129599850
2019-05-25,21345,137675250
2019-05-26,22775,146898750
2019-05-27,21939,141506550
2019-05-28,22319,143957550
2019-05-29,21424,138184800
2019-05-30,22113,142628850
2019-05-31,20451,131908950
2019-06-01,21056,135811200
2019-06-02,21404,138055800
2019-06-03,22148,142854600
2019-06-04,18698,120602100
2019-06-05,15088,97317600
2019-06-06,18330,118228500
2019-06-07,16206,104528700
2019-06-08,17321,111720450
2019-06-09,19026,122717700
2019-06-10,19812,127787400
2019-06-11,18062,116499900
2019-06-12,15691,101206900
2019-06-13,19272,124304400
2019-06-14,18329,118222050
2019-06-15,20532,132431400
2019-06-16,21784,140506800
2019-06-17,21312,137460400
2019-06-18,20803,134179350
2019-06-19,20060,129387000
2019-06-20,17733,114377850
2019-06-21,20394,131541300
2019-06-22,20559,132605550
2019-06-23,20624,133024800
2019-06-24,20843,134437350
2019-06-25,20244,130573800
2019-06-26,13784,88906800
2019-06-27,19407,125175150
2019-06-28,18089,116674050
2019-06-29,17369,112030050
2019-06-30,19507,125820150
2019-07-01,20729,133702050
2019-07-02,20691,133456950
2019-07-03,20615,132966750
2019-07-04,19421,125265450
2019-07-05,19901,128361450
2019-07-06,21200,136740000
2019-07-07,16992,109598400
2019-07-08,0,0
2019-07-09,20129,129832050
2019-07-10,20593,132824850
2019-07-11,12683,81805350
2019-07-12,21238,136985100
2019-07-13,20502,132237900
2019-07-14,20001,129006450
2019-07-15,19091,123136950
2019-07-16,18274,117867300
2019-07-17,18732,120821500
2019-07-18,19862,128683950
2019-07-19,21280,137256000
2019-07-20,20462,131979900
2019-07-21,20707,133560600
2019-07-22,20854,134508300
2019-07-23,10848,69969600
2019-07-24,20418,131696100
2019-07-25,19945,128645250
2019-07-26,20138,129890100
2019-07-27,21542,138945900
2019-07-28,20715,133611750
2019-07-29,20867,134592150
2019-07-30,10501,67731450
2019-07-31,19958,128729100
2019-08-01,20667,133302150
2019-08-02,19842,127980900
2019-08-03,19329,124672050
2019-08-04,20028,129180600
2019-08-05,21510,138739500
2019-08-06,14045,90590250
2019-08-07,20273,130760850
2019-08-08,21027,135624150
2019-08-09,20137,129883650
2019-08-10,22717,146524650
2019-08-11,16855,108714750
2019-08-12,20195,130257750
2019-08-13,20371,131392950
2019-08-14,19855,128064750
2019-08-15,19456,125491200
2019-08-16,18277,117886630
2019-08-17,21458,138403600
2019-08-18,19797,127690650
2019-08-19,18214,117480300
2019-08-20,20041,129264450
2019-08-21,20001,129006450
2019-08-22,20930,134998500
2019-08-23,20100,129645000
2019-08-24,21328,137565600
2019-08-25,20741,133779450
2019-08-26,19487,125691150
2019-08-27,14064,90712800
2019-08-28,20982,135333900
2019-08-29,19374,124962300
2019-08-30,20756,133876200
2019-08-31,21509,138733050
2019-09-01,21437,138268650
2019-09-02,21402,138042900
2019-09-03,12430,80173500
2019-09-04,21961,141648450
2019-09-05,20806,134198700
2019-09-06,20929,134992500
2019-09-07,21453,138371850
2019-09-08,20332,131141400
2019-09-09,21022,135591900
2019-09-10,19920,128484000
2019-09-11,22137,142783650
2019-09-12,19015,122646750
2019-09-13,19239,124091550
2019-09-14,20418,131696100
2019-09-15,19615,126516750
2019-09-16,20611,132941950
2019-09-17,19116,123298200
2019-09-18,20643,133147350
2019-09-19,20690,133450500
2019-09-20,20297,130915650
2019-09-21,22122,142686900
2019-09-22,15860,102297000
2019-09-23,15875,102393750
2019-09-24,15871,102367950
2019-09-25,15867,102342150
2019-09-26,15862,102309900
2019-09-27,15865,102329250
2019-09-28,15798,101897100
2019-09-29,15847,102213150
2019-09-30,15843,102187350
2019-10-01,15817,102019650
2019-10-02,15880,102426000
2019-10-03,15829,102097050
2019-10-04,15856,102271200
2019-10-05,15861,102303450
2019-10-06,15810,101974500
2019-10-07,15804,101935800
2019-10-08,15767,101697150
2019-10-09,15889,102484050
2019-10-10,15849,102226050
2019-10-11,15826,102077700
2019-10-12,15742,101535900
2019-10-13,15888,102477600
2019-10-14,15815,102006750
2019-10-15,15845,102200250
2019-10-16,15870,102361500
2019-10-17,10920,70434000
2019-10-18,27556,177736200
2019-10-19,24619,158792530
2019-10-20,24176,155935200
2019-10-21,24127,155619150
2019-10-22,25084,161791800
2019-10-23,24616,158773200
2019-10-24,21144,136378800
2019-10-25,24356,157096200
2019-10-26,21751,140293950
2019-10-27,24816,160063200
2019-10-28,24953,160946850
2019-10-29,19197,123820650
2019-10-30,25243,162817350
2019-10-31,20945,135095250
2019-11-01,24048,155109600
2019-11-02,24427,157554150
2019-11-03,24735,159540750
2019-11-04,18804,121285800
2019-11-05,19696,127039200
2019-11-06,21579,139184550
2019-11-07,24552,158360400
2019-11-08,24083,155335350
2019-11-09,24512,158102400
2019-11-10,24952,160940400
2019-11-11,18056,116461200
2019-11-12,27644,178303800
2019-11-13,23489,151504050
2019-11-14,13210,85204500
2019-11-15,7897,50935650
2019-11-16,15806,101948700
2019-11-17,15863,102316350
2019-11-18,27707,178710150
2019-11-19,26523,171073350
2019-11-20,14013,90383850
2019-11-21,25191,162481950
2019-11-22,24330,156928500
2019-11-23,22917,147801750
2019-11-24,24850,160282500
2019-11-25,26840,173118000
2019-11-26,25720,165894000
2019-11-27,19405,125162250
2019-11-28,18061,116493450
2019-11-29,26787,172776150
2019-11-30,25093,161849850
2019-12-01,19782,127593900
2019-12-02,21040,135708000
2019-12-03,15861,102303450
2019-12-04,15850,102232500
2019-12-05,15788,101832600
2019-12-06,15884,102451800
2019-12-07,15826,102077700
2019-12-08,15887,102471150
2019-12-09,15877,102406650
2019-12-10,15847,102213150
2019-12-11,15850,102232500
2019-12-12,15866,102335700
2019-12-13,15871,102367950
2019-12-14,15821,102045450
2019-12-15,15820,102039000
2019-12-16,15859,102290550
2019-12-17,8537,55063650
2019-12-18,23070,148801500
2019-12-19,15869,102355050
2019-12-20,15825,102071250
2019-12-21,15846,102206700
2019-12-22,15863,102316350
2019-12-23,15740,101523000
2019-12-24,15862,102309900
2019-12-25,15829,102097050
2019-12-26,15827,102084150
2019-12-27,15916,102658200
2019-12-28,15880,102434000
2019-12-29,15860,102297000
2019-12-30,15901,102561450
2019-12-31,15874,102387300
